experiment_id,article_id,row_idx,row_text,row_label
590,15,4,"['dropped', 'by', 'four', 'percent', 'in', 'early', 'trading', 'and', 'is', 'now', 'worth', 'around', 'one', 'dollar', 'and', 'five', 'cents']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,5,"['The', 'fall', 'follows', 'a', 'frosty', 'reception', 'by', 'the', 'markets', 'to', 'the', 'UK', ""government's"", 'announcement', 'last', 'week', 'that', 'it', 'will']","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
590,15,6,"['cut', 'taxes', 'and', 'hugely', 'increase', 'borrowing', 'The', ""BBC's"", 'Suranjana', 'Tewari', 'in', 'Singapore', 'says', 'Asian', 'investors', 'are', 'also']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,7,"['dumping', 'sterling', 'and', 'other', 'currencies', 'because', 'the', 'US', 'Federal', 'Reserve', 'has', 'hiked', 'interest', 'rates', 'so', 'quickly', 'to']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,8,"['fight', 'inflation']","[1, 1]"
590,15,9,"['This', 'is', 'as', 'much', 'a', 'story', 'about', 'a', 'weak', 'pound', 'but', 'also', 'about', 'the', 'strong', 'dollar', 'and', ""that's"", 'largely', 'because', 'of']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,10,"['what', 'the', 'Fed', 'has', 'done', 'over', 'in', 'the', 'US', 'It', 'continues', 'to', 'raise', 'interest', 'rates', 'to', 'try', 'and', 'reduce', 'inflation', 'And']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,11,"[""that's"", ""what's"", 'causing', 'the', 'dollar', 'to', 'become', 'so', 'strong', 'and', 'other', 'currencies', 'like', 'the', 'pound', 'to', 'become', 'so', 'weak']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,12,"['Anti-government', 'demonstrations', 'have', 'taken', 'place', 'in', 'several', 'suburbs', 'of', 'the', 'Tunisian', 'capital', 'Tunis', 'Marchers']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,13,"['criticized', 'the', 'government', 'of', 'present', 'Kais', 'Saied', 'for', 'failing', 'to', 'tackle', 'inflation', 'and', 'rising', 'prices', 'for', 'staple', 'goods']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
590,15,14,"['Videos', 'on', 'social', 'media', 'shows', 'supermarket', 'customers', 'scuffling', 'over', 'packets', 'of', 'sugar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,15,"['NASA', 'is', 'preparing', 'to', 'crash', 'a', 'probe', 'into', 'an', 'asteroid', 'some', '11', 'million', 'kilometers', 'from', 'Earth', 'to', 'assess', 'how']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,16,"['difficult', 'it', 'would', 'be', 'to', 'stop', 'a', 'sizable', 'piece', 'of', 'space', 'rock', 'hitting', 'our', 'planet', 'The', 'spacecraft', 'will', 'strike', 'the']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,17,"['target', 'called', 'Dimorphos', 'at', 'over', '20000', 'kilometers', 'per', 'hour', 'Scientists', 'believe', 'this', 'would', 'be', 'enough', 'to', 'deflect']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
590,15,18,"['its', 'path']","[1, 1]"
597,9,0,"['Reports', 'from', 'Tasmania', 'indicate', 'there', 'has', 'been', 'another', 'mass', 'stranding', 'of', 'whales', 'The', 'mammals', 'have', 'become']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
597,9,1,"['stuck', 'at', 'the', 'entrance', 'to', 'Macquarie', 'Harbour', 'on', 'the', ""island's"", 'west', 'coast', 'It’s', 'unclear', 'how', 'many', 'whales', 'are']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,2,"['involved', ""Israel's"", 'prime', 'minister', 'has', 'met', ""Turkey's"", 'president', 'on', 'the', 'sidelines', 'of', 'the', 'UN', 'General', 'Assembly', 'Their']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,3,"['face-to-face', 'talks', 'were', 'the', 'first', 'between', 'leaders', 'of', 'their', 'two', 'countries', 'for', '14', 'years', ""Israel's"", 'Yair', 'Lapid', 'asked']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,4,"['President', 'Recep', 'Tayyip', 'Erdogan', 'to', 'help', 'bring', 'home', 'two', 'Israelis', 'captured', 'by', 'the', 'Islamist', 'movement', 'Hamas', 'in']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
597,9,5,"['the', 'Gaza', 'Strip', 'Hurricane', 'Fiona', 'is', 'continuing', 'to', 'lash', 'parts', 'of', 'the', 'Turks', 'and', 'Caicos', 'Islands', 'in', 'the', 'Caribbean', 'with']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,6,"['strong', 'winds', 'and', 'heavy', 'rain', 'The', 'Category', '3', 'hurricane', 'has', 'already', 'caused', 'major', 'damage', 'in', 'the', 'Dominican']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,7,"['Republic', 'and', 'the', 'US', 'territory', 'of', 'Puerto', 'Rico', 'As', 'Wendy', 'Erka', 'reports', 'Fiona', 'gathered', 'strength', 'before', 'making']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,8,"['landfall', 'in', 'the', 'Dominican', 'Republic', 'It', 'swept', 'across', 'the', 'island', 'packing', 'winds', 'of', 'up', 'to', '184', 'kilometres', 'an', 'hour']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,9,"['ripping', 'up', 'crops', 'and', 'tearing', 'the', 'roofs', 'of', 'buildings', 'Several', 'rivers', 'burst', 'their', 'banks', 'and', 'the', 'streets', 'are', 'littered']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,10,"['with', 'fallen', 'trees', 'lampposts', 'and', 'debris', 'The', 'National', 'Hurricane', 'Centre', 'is', 'warning', 'that', 'hurricane', 'Fiona', 'will', 'gather']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,11,"['even', 'more', 'strength', 'in', 'the', 'next', 'couple', 'of', 'days', 'to', 'become', 'a', 'Category', '4', 'storm', 'and', 'the', 'storm', 'surge', 'could', 'raise']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,12,"['water', 'levels', 'by', 'more', 'than', 'two', 'meters', 'And', 'a', 'new', 'report', 'which', 'examines', 'perceptions', 'of', 'financial', 'insecurity']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
597,9,13,"['around', 'the', 'world', 'suggests', 'people', 'are', 'becoming', 'less', 'confident', 'about', 'protecting', 'themselves', 'from', 'climate-related']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,14,"['disasters', 'Lloyd’s', 'Register', 'Foundation', 'interviewed', '125000', 'people', 'in', '121', 'countries', 'for', 'the', 'World', 'Risk', 'Poll', 'A', 'third']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
597,9,15,"['of', 'respondents', 'said', 'they', 'could', 'only', 'cover', 'their', 'basic', 'needs', 'for', 'less', 'than', 'a', 'month', 'if', 'they', 'lost', 'all', 'their', 'income']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,0,"['As', 'the', 'latest', 'crop', 'of', 'students', 'pen', 'their', 'undergraduate', 'application', 'form', 'and', 'weigh', 'up', 'their', 'options', 'it', 'may', 'be']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,1,"['worth', 'considering', 'just', 'how', 'the', 'point', 'purpose', 'and', 'value', 'of', 'a', 'degree', 'has', 'changed', 'and', 'what', 'Generation', 'Z', 'need']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,2,"['to', 'consider', 'as', 'they', 'start', 'the', 'third', 'stage', 'of', 'their', 'educational', 'journey']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,3,"['Millennials', 'were', 'told', 'that', 'if', 'you', 'did', 'well', 'in', 'school', 'got', 'a', 'decent', 'degree', 'you', 'would', 'be', 'set', 'up', 'for', 'life', 'But']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,4,"['that', 'promise', 'has', 'been', 'found', 'wanting', 'As', 'degrees', 'became', 'universal', 'they', 'became', 'devalued', 'Education', 'was', 'no']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,5,"['longer', 'a', 'secure', 'route', 'of', 'social', 'mobility', 'Today', '28', 'per', 'cent', 'of', 'graduates', 'in', 'the', 'UK', 'are', 'in', 'non-graduate', 'roles', 'a']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,6,"['percentage', 'which', 'is', 'double', 'the', 'average', 'among', 'the', 'OECD', 'countries']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,7,"['Thankfully', 'there', 'are', 'signs', 'that', 'this', 'is', 'already', 'happening', 'with', 'Generation', 'Z', 'seeking', 'to', 'learn', 'from', 'their']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,8,"['millennial', 'predecessors', 'even', 'if', 'parents', 'and', 'teachers', 'tend', 'to', 'be', 'still', 'set', 'in', 'the', 'degree', 'mindset', 'Employers', 'have']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,9,"['long', 'seen', 'the', 'advantages', 'of', 'hiring', 'school', 'leavers', 'who', 'often', 'prove', 'themselves', 'to', 'be', 'more', 'committed', 'and', 'loyal']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,10,"['employees', 'than', 'graduates', 'Many', 'too', 'are', 'seeing', 'the', 'advantages', 'of', 'scrapping', 'a', 'degree', 'requirement', 'for', 'certain']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,11,['roles'],[1]
598,22,12,"['For', 'those', 'for', 'whom', 'a', 'degree', 'is', 'the', 'desired', 'route', 'consider', 'that', 'this', 'may', 'well', 'be', 'the', 'first', 'of', 'many', 'In', 'this', 'age']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,13,"['of', 'generalists', 'it', 'pays', 'to', 'have', 'specific', 'knowledge', 'or', 'skills', 'Postgraduates', 'now', 'earn', '40', 'per', 'cent', 'more', 'than']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
598,22,14,"['graduates', 'When', 'more', 'and', 'more', 'of', 'us', 'have', 'a', 'degree', 'it', 'makes', 'sense', 'to', 'have', 'two']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,15,"['It', 'is', 'unlikely', 'that', 'Generation', 'Z', 'will', 'be', 'done', 'with', 'education', 'at', '18', 'or', '21;', 'they', 'will', 'need', 'to', 'be', 'constantly']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,16,"['upskilling', 'throughout', 'their', 'career', 'to', 'stay', 'employable', 'It', 'has', 'been', 'estimated', 'that', 'this', 'generation', 'due', 'to', 'the']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,17,"['pressures', 'of', 'technology', 'the', 'wish', 'for', 'personal', 'fulfilment', 'and', 'desire', 'for', 'diversity', 'will', 'work', 'for', '17', 'different']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,18,"['employers', 'over', 'tl1e', 'course', 'of', 'their', 'working', 'life', 'and', 'have', 'five', 'different', 'careers', 'Education', 'and', 'not', 'just']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,19,"['knowledge', 'gained', 'on', 'campus', 'will', 'be', 'a', 'core', 'part', 'of', 'Generation', 'Z’s', 'career', 'trajectory']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,20,"['Older', 'generations', 'often', 'talk', 'about', 'their', 'degree', 'in', 'the', 'present', 'and', 'personal', 'tense:', '“I', 'am', 'a', 'geographer”', 'or', '“I']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,21,"['am', 'a', 'classicist”', 'Their', 'sons', 'or', 'daughters', 'would', 'never', 'say', 'such', 'a', 'thing;', 'it’s', 'as', 'if', 'they', 'already', 'know', 'that', 'their']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
598,22,22,"['degree', 'won’t', 'define', 'them', 'in', 'the', 'same', 'way']","[1, 1, 1, 1, 1, 1, 1, 1]"
630,27,0,"['As', 'he', 'was', 'the', 'first', 'to', 'theorize', 'in', 'a', 'systematic', 'way', 'about', 'so', 'many', 'other', 'things', 'so', 'Aristotle', 'was', 'the', 'first']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,1,"['thinker', 'to', 'theorize', 'in', 'a', 'systematic', 'way', 'about', 'meaning', 'and', 'reference', 'In', 'De', 'interpretatione', 'he', 'laid', 'out', 'a']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,2,"['scheme', 'which', 'has', 'proved', 'remarkably', 'robust', 'According', 'to', 'this', 'scheme', 'when', 'we', 'understand', 'a', 'word', 'or', 'any']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,3,"['other', '“sign”', 'we', 'associate', 'that', 'word', 'with', 'a', '“concept”', 'This', 'concept', 'determines', 'what', 'the', 'word', 'refers', 'to', 'Two']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,4,"['millennia', 'later', 'one', 'can', 'find', 'the', 'same', 'theory', 'in', 'John', 'Stuart', 'Mill’s', 'Logic', 'and', 'in', 'the', 'present', 'century', 'one', 'finds']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,5,"['variants', 'of', 'this', 'picture', 'in', 'the', 'writings', 'of', 'Bertrand', 'Russell', 'Gottlob', 'Frege', 'Rudolf', 'Carnap', 'and', 'many', 'other']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,6,"['important', 'philosophers', 'Something', 'like', 'this', 'picture', 'also', 'appears', 'to', 'be', 'built', 'into', 'the', 'English', 'language']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,7,"['Etymologically', 'meaning', 'is', 'related', 'to', 'mind', 'To', 'mean', 'something', 'was', 'probably', 'in', 'the', 'oldest', 'usage', 'just', 'to', 'have']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,8,"['it', 'in', 'mind', 'Be', 'this', 'as', 'it', 'may', 'the', 'picture', 'is', 'that', 'there', 'is', 'something', 'in', 'the', 'mind', 'that', 'picks', 'out', 'the', 'objects', 'in']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,9,"['the', 'environment', 'that', 'we', 'talk', 'about', 'When', 'such', 'a', 'something', '(call', 'it', 'a', '“concept”)', 'is', 'associated', 'with', 'a', 'sign', 'it']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,10,"['becomes', 'the', 'meaning', 'of', 'the', 'sign']","[1, 1, 1, 1, 1, 1]"
630,27,11,"['This', 'picture', 'whether', 'we', 'trace', 'it', 'back', 'to', 'Aristotle', 'or', 'to', 'the', 'meta\xadphysics', 'built', 'into', 'our', 'language', 'is', 'worth']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,12,"['looking', 'at', 'closely', 'Let', 'us', 'write', 'down', 'the', 'assumptions', 'that', 'constitute', 'the', 'picture', 'for', 'the', 'purpose', 'of', 'inspection']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,13,"['(In', 'writing', 'them', 'down', 'instead', 'of', 'the', 'word', '“concept”', 'I', 'shall', 'use', 'the', 'currently', 'popular', 'term', '“mental']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,14,"['representation”', 'because', 'the', 'idea', 'that', 'concepts', 'are', 'just', 'that', 'representations', 'in', 'the', 'mind', 'is', 'itself', 'an', 'essential']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,15,"['part', 'of', 'the', 'picture)']","[1, 1, 1, 1]"
630,27,16,"['1', 'Every', 'word', 'he', 'uses', 'is', 'associated', 'in', 'the', 'mind', 'of', 'the', 'speaker', 'with', 'a', 'certain', 'mental', 'representation']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,17,"['2', 'Two', 'words', 'are', 'synonymous', '(have', 'the', 'same', 'meaning)', 'just', 'in', 'case', 'they', 'are', 'associated', 'with', 'the', 'same', 'mental']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,18,"['representation', 'by', 'the', 'speakers', 'who', 'use', 'those', 'words']","[1, 1, 1, 1, 1, 1, 1, 1]"
630,27,19,"['3', 'The', 'mental', 'representation', 'determines', 'what', 'the', 'word', 'refers', 'to', 'if', 'anything']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,20,"['These', 'assumptions', 'are', 'likely', 'to', 'seem', 'self-evident', 'but', 'I', 'believe', 'that', 'they', 'are', 'in', 'fact', 'false', 'and', 'it', 'is', 'necessary', 'to']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,21,"['appreciate', 'the', 'extent', 'to', 'before', 'we', 'can', 'make', 'progress', 'in', 'any', 'discussion', 'having', 'to', 'do', 'with', 'meaning', 'or', 'mental']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,22,"['representation', 'To', 'say', 'that', 'they', 'are', 'false', 'is', 'to', 'say', 'that', 'there', 'cannot', 'be', 'such', 'things', 'as', '“mental', 'representations”']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,23,"['which', 'simultaneously', 'satisfy', 'all', 'three', 'of', 'these', 'conditions', 'I', 'do', 'not', 'deny', 'that', 'there', 'are', 'in', 'some', 'sense', 'mental']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,24,"['representations', 'We', 'often', 'think', 'with', 'the', 'aid', 'of', 'words', 'and', 'pictures', 'and', 'other', 'signs', 'and', 'it', 'may', 'be', 'that']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,27,25,"['unconscious', 'thought', 'is', 'even', 'richer', 'in', 'the', 'use', 'of', 'representations', 'than', 'we', 'know', 'Certainly', 'computational', 'models']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
